GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0043233,organelle lumen,cellular_component,291,6011,0.7861834039175258,0.7261456054350357,0.258632518684065,1047509.5,9.068902992339153e-14,high_c,6.297446237880308e-12,11.200835531442646,13.04244524361108
GO:0031974,membrane-enclosed lumen,cellular_component,291,6011,0.7861834039175258,0.7261456054350357,0.258632518684065,1047509.5,9.068902992339153e-14,high_c,6.297446237880308e-12,11.200835531442646,13.04244524361108
GO:0070013,intracellular organelle lumen,cellular_component,291,6011,0.7861834039175258,0.7261456054350357,0.258632518684065,1047509.5,9.068902992339153e-14,high_c,6.297446237880308e-12,11.200835531442646,13.04244524361108
GO:0009259,ribonucleotide metabolic process,biological_process,82,6011,0.8183304871951219,0.7261456054350357,0.4780635898786041,359301.0,9.60933977331978e-14,high_c,6.416082248647362e-12,11.192730077407068,13.017306450276724
GO:0009277,fungal-type cell wall,cellular_component,127,6011,0.8040570588976379,0.7261456054350357,0.37212218374130823,512671.5,6.682929756701882e-13,high_c,4.296876317642395e-11,10.366847146976669,12.175033103658155
GO:0006090,pyruvate metabolic process,biological_process,39,6011,0.8593666866666666,0.7261456054350357,0.6627767187043812,193637.0,8.993616717672377e-13,high_c,5.5760423649568736e-11,10.253673935269246,12.0460656247675
GO:0005618,cell wall,cellular_component,129,6011,0.8028651909302326,0.7261456054350357,0.364466286581846,517663.5,1.3225662869815716e-12,high_c,7.91715542827589e-11,10.101430828979707,11.878582551921225
GO:0030312,external encapsulating structure,cellular_component,130,6011,0.8019316994615385,0.7261456054350357,0.35815860724889803,519176.5,2.6420974221755938e-12,high_c,1.5288937082989435e-10,9.815622706545716,11.578051172666527
GO:0032787,monocarboxylic acid metabolic process,biological_process,135,6011,0.8007215174814815,0.7261456054350357,0.3413937422786981,532037.0,1.1040748540797461e-11,high_c,6.182819182846578e-10,9.208813454300127,10.957001481306328
GO:0046165,alcohol biosynthetic process,biological_process,70,6011,0.8225006635714288,0.7261456054350357,0.4639959602760477,304416.0,2.3237380650297007e-11,high_c,1.2606279002786126e-09,8.899413085277232,10.633812827797797
GO:1901135,carbohydrate derivative metabolic process,biological_process,291,6011,0.7795200948453608,0.7261456054350357,0.2263138922932737,1020612.0,6.920309983105492e-11,high_c,3.640502463839738e-09,8.438838670688021,10.159874451650607
GO:0009205,purine ribonucleoside triphosphate metabolic process,biological_process,45,6011,0.8389333553333334,0.7261456054350357,0.5548478414720452,208715.0,1.3449925285371978e-10,high_c,6.671162941544501e-09,8.175798451679984,9.871280128170183
GO:0072524,pyridine-containing compound metabolic process,biological_process,84,6011,0.8144443303571429,0.7261456054350357,0.4076020149919255,350400.0,1.3226382611542627e-10,high_c,6.671162941544501e-09,8.175798451679984,9.878558918220708
GO:0046496,nicotinamide nucleotide metabolic process,biological_process,69,6011,0.8215321575362319,0.7261456054350357,0.4429436241152396,295802.0,2.3641217481530684e-10,high_c,1.1400320429982575e-08,7.943082941732164,9.626330161805349
GO:1901293,nucleoside phosphate biosynthetic process,biological_process,114,6011,0.7960111374561405,0.7261456054350357,0.33762335293890144,449614.0,6.260905690965597e-10,high_c,2.9375492647341285e-08,7.532014841240113,9.203362838013591
GO:0072522,purine-containing compound biosynthetic process,biological_process,82,6011,0.8082614623170732,0.7261456054350357,0.3934073528625319,338722.0,8.922570108276878e-10,high_c,4.076205712623331e-08,7.389743906706144,9.049510030929806
